"towntype","saledate","revenue","tot_items","avg_price_peritem","perc_usable","perc_extract","perc_edible","perc_other"
"Pullman",2015-05-24,3106.14,130,23.8933846153846,0.846153846153846,0.0384615384615385,0.115384615384615,0
"Ellensburg",2015-05-24,7391.04,307,24.0750488599349,0.798045602605863,0.0684039087947883,0.130293159609121,0.00325732899022801
"Airway Heights",2015-05-24,3453.89,166,20.8065662650602,0.879518072289157,0.0602409638554217,0.0602409638554217,0
"Urban",2015-05-25,373365.091909,14982,24.9209112207315,0.798157789347217,0.0727539714323855,0.125617407555734,0.00347083166466426
"NCNU",2015-05-25,388233.29,12115,32.0456698307883,0.813784564589352,0.0835328105654148,0.100536524969047,0.00214609987618655
"Ellensburg",2015-05-25,6204.87,280,22.16025,0.821428571428571,0.0785714285714286,0.0964285714285714,0.00357142857142857
"Airway Heights",2015-05-25,3024.79,141,21.4524113475177,0.829787234042553,0.0780141843971631,0.0921985815602837,0
"Urban",2015-05-26,394609.476803,14900,26.483857503557,0.814228187919463,0.0797315436241611,0.103422818791946,0.00261744966442953
"NCNU",2015-05-26,336740.36,12954,25.9950872317431,0.842365292573722,0.07441716844218,0.0807472595337348,0.00247027945036282
"Pullman",2015-05-26,12501.5,392,31.8915816326531,0.86734693877551,0.0816326530612245,0.0510204081632653,0
"Ellensburg",2015-05-26,7263.25,322,22.5566770186335,0.885093167701863,0.0434782608695652,0.0683229813664596,0.0031055900621118
"Airway Heights",2015-05-26,2780.65,143,19.4451048951049,0.825174825174825,0.034965034965035,0.13986013986014,0
"Urban",2015-05-27,422791.623056,15986,26.4476181068435,0.813837107469035,0.0848867759289378,0.0988364819216815,0.0024396346803453
"NCNU",2015-05-27,421017.07,14505,29.0256511547742,0.837366425370562,0.0760427438814202,0.0835573940020683,0.00303343674594967
"Pullman",2015-05-27,12238.59,415,29.490578313253,0.860240963855422,0.0626506024096386,0.0771084337349398,0
"Ellensburg",2015-05-27,6643.79,268,24.7902611940298,0.906716417910448,0.0634328358208955,0.0261194029850746,0.00373134328358209
"Airway Heights",2015-05-27,3952.29,188,21.0228191489362,0.840425531914894,0.0585106382978723,0.101063829787234,0
"Urban",2015-05-28,421218.757206,16096,26.1691573810885,0.802559642147117,0.0820079522862823,0.112885188866799,0.00254721669980119
"NCNU",2015-05-28,455475.25,14523,31.362339048406,0.835984300764305,0.0794601666322385,0.0818701370240308,0.00268539557942574
"Pullman",2015-05-28,10678.86,360,29.6635,0.855555555555556,0.0805555555555556,0.0638888888888889,0
"Ellensburg",2015-05-28,6178.92,272,22.7166176470588,0.871323529411765,0.0367647058823529,0.0919117647058824,0
"Airway Heights",2015-05-28,2829.2,158,17.906329113924,0.810126582278481,0.10126582278481,0.0886075949367089,0
"Urban",2015-05-29,555462.168121,20715,26.8144903751388,0.798648322471639,0.0816316678735216,0.117161477190442,0.00255853246439778
"NCNU",2015-05-29,535225.56,19135,27.9710248236216,0.829422524170368,0.0761954533577214,0.0916644891559969,0.00271753331591325
"Pullman",2015-05-29,15137.1,470,32.2065957446809,0.838297872340426,0.0957446808510638,0.0659574468085106,0
"Ellensburg",2015-05-29,8693.93,356,24.4211516853933,0.853932584269663,0.0646067415730337,0.0702247191011236,0.0112359550561798
"Airway Heights",2015-05-29,5195.34,266,19.5313533834586,0.921052631578947,0.0263157894736842,0.0526315789473684,0
"Urban",2015-05-30,587580.727932,22529,26.0810834005948,0.788494828887212,0.0828709663100892,0.126148519685738,0.00248568511696036
"NCNU",2015-05-30,579517.57,20123,28.7987660885554,0.816876211300502,0.0794116185459424,0.101426228693535,0.00228594146002087
"Pullman",2015-05-30,13734.15,444,30.9327702702703,0.837837837837838,0.0833333333333333,0.0788288288288288,0
"Ellensburg",2015-05-30,9225.41,381,24.2136745406824,0.774278215223097,0.0813648293963255,0.139107611548556,0.005249343832021
"Airway Heights",2015-05-30,5961.1,256,23.285546875,0.82421875,0.08203125,0.09375,0
"Urban",2015-05-31,509449.947483,18973,26.8513122586307,0.782058715016075,0.0835397670373689,0.13029041269172,0.00411110525483582
"NCNU",2015-05-31,461016.8,15227,30.2762724108491,0.822355027254219,0.0750640309975701,0.0994943193012412,0.0030866224469692
"Pullman",2015-05-31,4462.88,131,34.067786259542,0.893129770992366,0.0610687022900763,0.0458015267175573,0
"Ellensburg",2015-05-31,6800.33,281,24.200462633452,0.854092526690391,0.0640569395017794,0.0782918149466192,0.00355871886120996
"Airway Heights",2015-05-31,3578.1,189,18.931746031746,0.793650793650794,0.0899470899470899,0.116402116402116,0
"Urban",2015-06-01,1092721.54682,17328,63.061031095337,0.800554016620499,0.085584025854109,0.111495844875346,0.00236611265004617
"NCNU",2015-06-01,450679.92,15324,29.4100704776821,0.83672670321065,0.0821587052988776,0.0781127642913078,0.00300182719916471
"Pullman",2015-06-01,10358.35,360,28.7731944444444,0.85,0.0833333333333333,0.0666666666666667,0
"Ellensburg",2015-06-01,5345.66,263,20.3257034220532,0.88212927756654,0.0456273764258555,0.0722433460076046,0
"Airway Heights",2015-06-01,3876.68,161,24.0787577639752,0.91304347826087,0.0372670807453416,0.0496894409937888,0
"Urban",2015-06-02,444541.974902,16884,26.3291859098555,0.809642264866145,0.0856432125088842,0.101990049751244,0.0027244728737266
"NCNU",2015-06-02,422278.44,15954,26.4684994358782,0.837658267519117,0.0810455058292591,0.0788516986335715,0.0024445280180519
"Pullman",2015-06-02,10923.79,380,28.7468157894737,0.889473684210526,0.0736842105263158,0.0368421052631579,0
"Ellensburg",2015-06-02,7800.34,334,23.3543113772455,0.874251497005988,0.0568862275449102,0.0598802395209581,0.00898203592814371
"Airway Heights",2015-06-02,4107.49,197,20.8502030456853,0.898477157360406,0.0355329949238579,0.065989847715736,0
"Urban",2015-06-03,449085.655022,17123,26.227042867605,0.804765520060737,0.0895287040822286,0.103603340536121,0.00210243532091339
"NCNU",2015-06-03,478923.76,16168,29.6217070757051,0.835910440376051,0.0825705096486888,0.0794161306284018,0.00210291934685799
"Pullman",2015-06-03,10109.26,380,26.6033157894737,0.844736842105263,0.0868421052631579,0.068421052631579,0
"Ellensburg",2015-06-03,8433.67,338,24.9516863905325,0.843195266272189,0.0680473372781065,0.0887573964497041,0
"Airway Heights",2015-06-03,4156.63,220,18.8937727272727,0.854545454545454,0.0909090909090909,0.0545454545454545,0
"Urban",2015-06-04,481494.930184,17146,28.0820558838213,0.797970372098449,0.0859675726116879,0.113787472296746,0.00227458299311793
"NCNU",2015-06-04,470126.64,16733,28.0957772067173,0.836072431721747,0.0790653200262953,0.081515568039204,0.00334668021275324
"Pullman",2015-06-04,13374.22,414,32.3048792270531,0.789855072463768,0.111111111111111,0.0966183574879227,0.00241545893719807
"Ellensburg",2015-06-04,7732.88,338,22.8783431952663,0.855029585798817,0.0562130177514793,0.0828402366863905,0.00591715976331361
"Airway Heights",2015-06-04,5050.54,220,22.957,0.813636363636364,0.0772727272727273,0.109090909090909,0
"Urban",2015-06-05,613876.66,21443,28.6283010772746,0.790141304854731,0.092990719582148,0.113790048034324,0.00307792752879728
"NCNU",2015-06-05,568021.08,20195,28.1268175290914,0.830849220103986,0.0802673929190394,0.0851200792275316,0.00376330774944293
"Pullman",2015-06-05,15820.24,473,33.4465961945032,0.807610993657505,0.0718816067653277,0.118393234672304,0.00211416490486258
"Ellensburg",2015-06-05,10108.63,423,23.8974704491726,0.853427895981087,0.0685579196217494,0.0780141843971631,0
"Airway Heights",2015-06-05,7279.38,294,24.7597959183673,0.880952380952381,0.0408163265306122,0.0782312925170068,0
"Urban",2015-06-06,645932.86,23107,27.9539905656295,0.775652399705717,0.090578612541654,0.131605141299173,0.00216384645345566
"NCNU",2015-06-06,585868.84,21616,27.1034807549963,0.825314581791266,0.0791080680977054,0.0933567727609178,0.00222057735011103
"Pullman",2015-06-06,14127.53,548,25.7801642335766,0.861313868613139,0.062043795620438,0.072992700729927,0.00364963503649635
"Ellensburg",2015-06-06,8779.06,401,21.8929177057357,0.820448877805486,0.0498753117206983,0.127182044887781,0.00249376558603491
"Airway Heights",2015-06-06,5692.41,276,20.6246739130435,0.840579710144927,0.072463768115942,0.0869565217391304,0
"Urban",2015-06-07,470468.88,17675,26.6177584158416,0.78981612446959,0.0836775106082037,0.123168316831683,0.00333804809052334
"NCNU",2015-06-07,456986.61,15582,29.3278532922603,0.821139776665383,0.0786805288152997,0.0976768065716853,0.00250288794763188
"Pullman",2015-06-07,4732.48,206,22.9732038834951,0.912621359223301,0.0242718446601942,0.0631067961165049,0
"Ellensburg",2015-06-07,7541.98,321,23.4952647975078,0.81619937694704,0.0654205607476635,0.102803738317757,0.0155763239875389
"Airway Heights",2015-06-07,4126.8,199,20.7376884422111,0.839195979899497,0.0603015075376884,0.100502512562814,0
"Urban",2015-06-08,392677.73,14065,27.9187863490935,0.807607536437967,0.0806967650195521,0.108993956629932,0.00270174191254888
"NCNU",2015-06-08,370690.14,13039,28.4293381394279,0.8305851675742,0.0852826136973694,0.0820615077843393,0.0020707109440908
"Pullman",2015-06-08,8057.59,341,23.6292961876833,0.903225806451613,0.0527859237536657,0.0410557184750733,0.00293255131964809
"Ellensburg",2015-06-08,5280.82,238,22.1883193277311,0.861344537815126,0.0546218487394958,0.0840336134453782,0
"Airway Heights",2015-06-08,3446.73,166,20.7634337349398,0.897590361445783,0.0240963855421687,0.0783132530120482,0
"Urban",2015-06-09,423450.87,15612,27.1234223674097,0.814053292339226,0.086343838073277,0.0970407378939278,0.00256213169356905
"NCNU",2015-06-09,462755.92,15274,30.2969700144036,0.839269346602069,0.078630352232552,0.0807254157391646,0.00137488542621448
"Pullman",2015-06-09,12068.09,440,27.4274772727273,0.838636363636364,0.0795454545454545,0.0818181818181818,0
"Ellensburg",2015-06-09,6913.28,302,22.8916556291391,0.83112582781457,0.033112582781457,0.129139072847682,0.00662251655629139
"Airway Heights",2015-06-09,4393.04,221,19.8780090497738,0.877828054298643,0.0407239819004525,0.081447963800905,0
"Urban",2015-06-10,445355,16335,27.263850627487,0.808631772268136,0.0841750841750842,0.104254667891032,0.00293847566574839
"NCNU",2015-06-10,461730.25,16051,28.7664475733599,0.838639337112952,0.0781882748738396,0.0795589059871659,0.00361348202604199
"Pullman",2015-06-10,10328.52,394,26.2145177664975,0.885786802030457,0.0456852791878173,0.0685279187817259,0
"Ellensburg",2015-06-10,7801.3,347,22.4821325648415,0.806916426512968,0.0922190201729107,0.100864553314121,0
"Airway Heights",2015-06-10,4656.06,212,21.9625471698113,0.882075471698113,0.0471698113207547,0.0707547169811321,0
"Urban",2015-06-11,492817.46,17433,28.2692284747318,0.798198818333047,0.0859863477313142,0.113004072735616,0.00281076120002294
"NCNU",2015-06-11,468185.44,16414,28.5235433166809,0.829474838552455,0.0818813208236871,0.0861459729499208,0.00249786767393688
"Pullman",2015-06-11,12427.18,428,29.0354672897196,0.878504672897196,0.0490654205607477,0.0724299065420561,0
"Ellensburg",2015-06-11,9695.74,389,24.9247814910026,0.827763496143959,0.0616966580976864,0.102827763496144,0.0077120822622108
"Airway Heights",2015-06-11,4559.27,220,20.7239545454545,0.904545454545455,0.0363636363636364,0.0590909090909091,0
"Urban",2015-06-12,605333.435,21243,28.4956661017747,0.783222708656969,0.0911829779221391,0.12361719154545,0.00197712187544132
"NCNU",2015-06-12,567357.97,20463,27.7260406587499,0.823632898401994,0.0798025704930851,0.0939256218540781,0.00263890925084298
"Pullman",2015-06-12,15470.85,517,29.9242746615087,0.841392649903288,0.0831721470019342,0.0754352030947776,0
"Ellensburg",2015-06-12,9833.73,402,24.4620149253731,0.825870646766169,0.0646766169154229,0.104477611940299,0.00497512437810945
"Airway Heights",2015-06-12,7134.72,290,24.6024827586207,0.910344827586207,0.0379310344827586,0.0517241379310345,0
"Urban",2015-06-13,679949.4875,23868,28.4879121627283,0.773504273504274,0.0886123680241327,0.134866767219708,0.00301659125188537
"NCNU",2015-06-13,582232.4,21996,26.4699218039644,0.805919258046918,0.0826513911620295,0.108428805237316,0.00300054555373704
"Pullman",2015-06-13,16550.66,570,29.0362456140351,0.842105263157895,0.0894736842105263,0.0649122807017544,0.00350877192982456
"Ellensburg",2015-06-13,10444.73,415,25.1680240963855,0.766265060240964,0.0795180722891566,0.151807228915663,0.00240963855421687
"Airway Heights",2015-06-13,6340.79,264,24.0181439393939,0.84469696969697,0.0946969696969697,0.0606060606060606,0
"Urban",2015-06-14,501150.83,19198,26.1043249296802,0.78919679133243,0.0757370559433274,0.131940827169497,0.00312532555474529
"NCNU",2015-06-14,483954.98,16808,28.7931330318896,0.81853879105188,0.0788910042836744,0.099119466920514,0.00345073774393146
"Pullman",2015-06-14,2757.63,123,22.419756097561,0.821138211382114,0.0569105691056911,0.121951219512195,0
"Ellensburg",2015-06-14,8967.89,375,23.9143733333333,0.821333333333333,0.048,0.122666666666667,0.008
"Airway Heights",2015-06-14,4001.74,187,21.399679144385,0.834224598930481,0.0748663101604278,0.0909090909090909,0
"Urban",2015-06-15,429048.7725,15139,28.3406283440122,0.808507827465486,0.0823039830900324,0.10714049805139,0.00204769139309069
"NCNU",2015-06-15,377456.98,13956,27.046215247922,0.832401834336486,0.0783892232731442,0.0862711378618515,0.0029378045285182
"Pullman",2015-06-15,10637.02,331,32.1360120845921,0.876132930513595,0.0936555891238671,0.0302114803625378,0
"Ellensburg",2015-06-15,6955.91,249,27.9353815261044,0.831325301204819,0.0883534136546185,0.0803212851405622,0
"Airway Heights",2015-06-15,3084.56,143,21.5703496503497,0.895104895104895,0.013986013986014,0.0909090909090909,0
"Urban",2015-06-16,463543.6575,17171,26.9957286995516,0.814920505503465,0.0871818764195446,0.0956845844738221,0.00221303360316813
"NCNU",2015-06-16,484716.03,16673,29.0719144725004,0.834222995261801,0.0804294368140107,0.0820488214478498,0.00329874647633899
"Pullman",2015-06-16,10475.05,398,26.3192211055276,0.876884422110553,0.0603015075376884,0.0628140703517588,0
"Ellensburg",2015-06-16,8547.5,344,24.8473837209302,0.845930232558139,0.0494186046511628,0.0988372093023256,0.00581395348837209
"Airway Heights",2015-06-16,3630.7,188,19.3122340425532,0.888297872340426,0.0531914893617021,0.0585106382978723,0
"Urban",2015-06-17,470428.7025,17056,27.5814201747186,0.794852251407129,0.0893527204502814,0.112687617260788,0.00310741088180113
"NCNU",2015-06-17,509441.12,16844,30.2446639753028,0.82130135359772,0.0879244834956067,0.0880432201377345,0.00273094276893849
"Pullman",2015-06-17,12105.94,393,30.8039185750636,0.88295165394402,0.0763358778625954,0.0407124681933842,0
"Ellensburg",2015-06-17,7639.21,331,23.0791842900302,0.858006042296072,0.0483383685800604,0.0936555891238671,0
"Airway Heights",2015-06-17,5493.07,236,23.275720338983,0.872881355932203,0.0635593220338983,0.0635593220338983,0
"Urban",2015-06-18,512053.6185,18512,27.6606319414434,0.789649956784788,0.0928046672428695,0.114358254105445,0.00318712186689715
"NCNU",2015-06-18,459504.31,16987,27.0503508565374,0.829457820686407,0.081061988579502,0.086889974686525,0.00259021604756579
"Pullman",2015-06-18,11570.08,447,25.8838478747204,0.885906040268456,0.0447427293064877,0.0693512304250559,0
"Ellensburg",2015-06-18,7309.54,317,23.0584858044164,0.832807570977918,0.0757097791798107,0.0914826498422713,0
"Airway Heights",2015-06-18,5624.39,270,20.8310740740741,0.911111111111111,0.0333333333333333,0.0555555555555556,0
"Urban",2015-06-19,651262.258,22809,28.5528632557324,0.784514884475426,0.0890876408435267,0.123766934104959,0.00263054057608839
"NCNU",2015-06-19,614527.17,22002,27.9305140441778,0.82315244068721,0.0826743023361513,0.0910826288519226,0.00309062812471593
"Pullman",2015-06-19,17799.56,630,28.2532698412698,0.83968253968254,0.0666666666666667,0.0936507936507937,0
"Ellensburg",2015-06-19,9033.96,392,23.0458163265306,0.788265306122449,0.10969387755102,0.0943877551020408,0.0076530612244898
"Airway Heights",2015-06-19,7710.65,330,23.3656060606061,0.924242424242424,0.0333333333333333,0.0424242424242424,0
"Urban",2015-06-20,716684.4245,26030,27.5330166922781,0.77479830964272,0.0899731079523627,0.132885132539378,0.00234344986553976
"NCNU",2015-06-20,622508.96,23521,26.466092428043,0.810212150843927,0.0841375791845585,0.10284426682539,0.00280600314612474
"Pullman",2015-06-20,18204.01,725,25.1089793103448,0.873103448275862,0.0496551724137931,0.0772413793103448,0
"Ellensburg",2015-06-20,9517.78,419,22.7154653937948,0.828162291169451,0.0883054892601432,0.0787589498806683,0.00477326968973747
"Airway Heights",2015-06-20,7058.94,300,23.5298,0.816666666666667,0.0666666666666667,0.116666666666667,0
"Urban",2015-06-21,520528.3601,20103,25.8930687011889,0.787245684723673,0.0820275580759091,0.127393921305278,0.00333283589514003
"NCNU",2015-06-21,456026.97,17470,26.1034327418432,0.815855752718947,0.084315970234688,0.0962220950200343,0.00360618202633085
"Pullman",2015-06-21,4616.59,175,26.3805142857143,0.84,0.0971428571428571,0.0628571428571429,0
"Ellensburg",2015-06-21,8206.67,360,22.7963055555556,0.875,0.05,0.0694444444444444,0.00555555555555556
"Airway Heights",2015-06-21,4641.93,228,20.3593421052632,0.833333333333333,0.0745614035087719,0.0921052631578947,0
"Urban",2015-06-22,444103.9268,15384,28.8679099583983,0.806942277691108,0.0833983359334373,0.107254290171607,0.00240509620384815
"NCNU",2015-06-22,401816.12,14232,28.2332855536818,0.825955593029792,0.0838954468802698,0.0860736368746487,0.00407532321528949
"Pullman",2015-06-22,12617.15,451,27.9759423503326,0.853658536585366,0.0554323725055432,0.0886917960088692,0.00221729490022173
"Ellensburg",2015-06-22,6870.56,303,22.6751155115512,0.894389438943894,0.0495049504950495,0.0462046204620462,0.0099009900990099
"Airway Heights",2015-06-22,3220.98,153,21.0521568627451,0.77124183006536,0.111111111111111,0.117647058823529,0
"Urban",2015-06-23,1079293.8071,17417,61.9678364299248,0.806453465005454,0.0862375839696848,0.104954929092266,0.00235402193259459
"NCNU",2015-06-23,501165.23,16673,30.0584915732022,0.839081149163318,0.0793498470581179,0.0779703712589216,0.00359863251964254
"Pullman",2015-06-23,14562.94,471,30.9191932059448,0.83864118895966,0.0764331210191083,0.0828025477707006,0.00212314225053079
"Ellensburg",2015-06-23,7829.72,396,19.7720202020202,0.871212121212121,0.0707070707070707,0.0580808080808081,0
"Airway Heights",2015-06-23,4675.71,217,21.5470506912442,0.880184331797235,0.032258064516129,0.0875576036866359,0
"Urban",2015-06-24,792341.4506,17558,45.1270902494589,0.793313589247067,0.0890762045791092,0.115445950563846,0.00216425560997836
"NCNU",2015-06-24,461353.07,16725,27.5846379671151,0.836472346786248,0.0834678624813154,0.0766517189835575,0.00340807174887892
"Pullman",2015-06-24,9878.77,345,28.634115942029,0.881159420289855,0.0608695652173913,0.0579710144927536,0
"Ellensburg",2015-06-24,8026.97,375,21.4052533333333,0.818666666666667,0.0986666666666667,0.0826666666666667,0
"Airway Heights",2015-06-24,4781.08,218,21.9315596330275,0.885321100917431,0.0275229357798165,0.0871559633027523,0
"Urban",2015-06-25,526689.0904,18848,27.9440306876061,0.790428692699491,0.0845713073005093,0.121975806451613,0.0030241935483871
"NCNU",2015-06-25,507856.35,17895,28.3797904442582,0.827661357921207,0.0823134953897737,0.0876222408493993,0.00240290583962001
"Pullman",2015-06-25,16575.58,535,30.9823925233645,0.841121495327103,0.0654205607476635,0.0934579439252336,0
"Ellensburg",2015-06-25,9493.77,432,21.9763194444444,0.803240740740741,0.099537037037037,0.0949074074074074,0.00231481481481481
"Airway Heights",2015-06-25,5891.36,250,23.56544,0.832,0.072,0.096,0
"Urban",2015-06-26,819317.6471,22804,35.9286812445185,0.78354674618488,0.0891071741799684,0.124495702508332,0.00285037712681986
"NCNU",2015-06-26,667937.99,22540,29.6334511978705,0.82187222715173,0.085980479148181,0.088997338065661,0.00314995563442768
"Pullman",2015-06-26,14268.11,558,25.5700896057348,0.879928315412186,0.046594982078853,0.0734767025089606,0
"Ellensburg",2015-06-26,11642.87,484,24.0555165289256,0.725206611570248,0.113636363636364,0.159090909090909,0.00206611570247934
"Airway Heights",2015-06-26,8258.84,316,26.1355696202532,0.886075949367089,0.0506329113924051,0.0632911392405063,0
"Urban",2015-06-27,913332.6607,24138,37.8379592634021,0.775996354296131,0.0888640318170519,0.131949623001077,0.00318999088574033
"NCNU",2015-06-27,652518,23098,28.2499783531042,0.811412243484284,0.0792709325482726,0.105074032383756,0.0042427915836869
"Pullman",2015-06-27,15490.8,565,27.4173451327434,0.833628318584071,0.0884955752212389,0.0761061946902655,0.00176991150442478
"Ellensburg",2015-06-27,9413.22,454,20.7339647577092,0.788546255506608,0.0726872246696035,0.13215859030837,0.0066079295154185
"Airway Heights",2015-06-27,6439.98,295,21.8304406779661,0.854237288135593,0.0847457627118644,0.0610169491525424,0
"Urban",2015-06-28,519272.8483,19343,26.8455176704751,0.789536266349584,0.0788398903996278,0.12821175619087,0.00341208705991832
"NCNU",2015-06-28,451459.02,17619,25.6234190362677,0.81951302571088,0.0768488563482604,0.0994381065894773,0.00420001135138203
"Pullman",2015-06-28,7405.85,275,26.9303636363636,0.832727272727273,0.116363636363636,0.0509090909090909,0
"Ellensburg",2015-06-28,7359.6,330,22.3018181818182,0.763636363636364,0.1,0.136363636363636,0
"Airway Heights",2015-06-28,5110.71,221,23.1253846153846,0.800904977375566,0.0769230769230769,0.122171945701357,0
"Urban",2015-06-29,445136.8722,15628,28.4832910289224,0.790824161760942,0.0932300998208344,0.113002303557717,0.00294343486050678
"NCNU",2015-06-29,420789.45,15256,27.5818989250131,0.825052438384898,0.0831803880440482,0.0884897745149449,0.00327739905610907
"Pullman",2015-06-29,12731.89,423,30.0990307328605,0.865248226950355,0.0685579196217494,0.066193853427896,0
"Ellensburg",2015-06-29,7162.25,321,22.3123052959502,0.834890965732087,0.0685358255451713,0.0965732087227414,0
"Airway Heights",2015-06-29,3508.96,149,23.550067114094,0.899328859060403,0.0536912751677852,0.0469798657718121,0
"Urban",2015-06-30,531797.715,18110,29.3648655438984,0.802319160684705,0.0897294312534511,0.10469353948095,0.00325786858089453
"NCNU",2015-06-30,540917.7635,18011,30.0326335850314,0.831325301204819,0.0878907334406751,0.0780078840708456,0.00277608128365999
"Pullman",2015-06-30,14311.52,520,27.5221538461538,0.85,0.0961538461538462,0.0538461538461538,0
"Ellensburg",2015-06-30,7489.64,339,22.0933333333333,0.805309734513274,0.0737463126843658,0.115044247787611,0.00589970501474926
"Airway Heights",2015-06-30,4656.79,250,18.62716,0.932,0.016,0.052,0
"Urban",2015-07-01,1318166.970914,21341,61.7668792893491,0.794386392390235,0.0917951361229558,0.110491542102057,0.00332692938475235
"NCNU",2015-07-01,807945.68786,21469,37.6331309264521,0.821230611579487,0.0868228608691602,0.0885462760258978,0.00340025152545531
"Pullman",2015-07-01,19316.7534,544,35.5087378676471,0.8125,0.130514705882353,0.0569852941176471,0
"Ellensburg",2015-07-01,9860.2325,425,23.2005470588235,0.809411764705882,0.08,0.110588235294118,0
"Airway Heights",2015-07-01,6345.4975,240,26.4395729166667,0.829166666666667,0.0833333333333333,0.0875,0
"Urban",2015-07-02,749937.454877,24574,30.5175166792952,0.777895336534549,0.0953446732318711,0.123870757711402,0.00288923252217791
"NCNU",2015-07-02,679220.850088,23816,28.5195183946926,0.817601612361438,0.0859086328518643,0.0935085656701377,0.0029811891165603
"Pullman",2015-07-02,19588.7806,645,30.3702024806202,0.826356589147287,0.0961240310077519,0.075968992248062,0.00155038759689922
"Ellensburg",2015-07-02,11072.3674,501,22.1005337325349,0.778443113772455,0.0978043912175649,0.119760479041916,0.00399201596806387
"Airway Heights",2015-07-02,6802.4747,266,25.5732131578947,0.838345864661654,0.0789473684210526,0.0827067669172932,0
"Urban",2015-07-03,906994.099108,31389,28.895284944025,0.762560132530504,0.0921979037242346,0.143043741438083,0.00219822230717767
"NCNU",2015-07-03,876804.113014,30632,28.623795802233,0.806052494123792,0.0800470096630974,0.110505353878297,0.00339514233481327
"Pullman",2015-07-03,24907.3946,819,30.4119592185592,0.851037851037851,0.0769230769230769,0.072039072039072,0
"Ellensburg",2015-07-03,13002.0535,578,22.4949022491349,0.717993079584775,0.0951557093425606,0.186851211072664,0
"Airway Heights",2015-07-03,10046.3333,408,24.6233659313726,0.83578431372549,0.0637254901960784,0.100490196078431,0
"Urban",2015-07-04,646039.953289,25642,25.1946007834412,0.768738787926059,0.0849777708447079,0.143748537555573,0.0025349036736604
"NCNU",2015-07-04,605068.79809,24510,24.6866094691962,0.807915136678907,0.0855977152182782,0.102855977152183,0.00363117095063239
"Pullman",2015-07-04,10149.5217,420,24.1655278571429,0.84047619047619,0.0928571428571429,0.0666666666666667,0
"Ellensburg",2015-07-04,9029.7385,424,21.2965530660377,0.841981132075472,0.0683962264150943,0.089622641509434,0
"Airway Heights",2015-07-04,6537.8592,269,24.3043092936803,0.814126394052045,0.0966542750929368,0.0892193308550186,0
"Urban",2015-07-05,468544.570183,17318,27.0553510903684,0.786811410093544,0.0794549024136736,0.131192978403973,0.00254070908880933
"NCNU",2015-07-05,391379.499379,14988,26.1128569107953,0.816253002401922,0.087336535895383,0.0924739791833467,0.00393648251934881
"Pullman",2015-07-05,4758.2292,204,23.3246529411765,0.843137254901961,0.117647058823529,0.0392156862745098,0
"Ellensburg",2015-07-05,6234.9111,293,21.2795600682594,0.761092150170648,0.122866894197952,0.112627986348123,0.00341296928327645
"Airway Heights",2015-07-05,3026.878,111,27.2691711711712,0.810810810810811,0.126126126126126,0.0630630630630631,0
"Urban",2015-07-06,492377.10265,17124,28.7536266438916,0.799053959355291,0.0885307171221677,0.109553842560149,0.00286148096239196
"NCNU",2015-07-06,522473.389375,16730,31.2297303870293,0.821159593544531,0.089181111775254,0.085833831440526,0.00382546323968918
"Pullman",2015-07-06,12385.7316,466,26.5788231759657,0.841201716738197,0.0944206008583691,0.0643776824034335,0
"Ellensburg",2015-07-06,7766.0094,300,25.886698,0.866666666666667,0.0666666666666667,0.0633333333333333,0.00333333333333333
"Airway Heights",2015-07-06,3885.5392,134,28.9965611940299,0.850746268656716,0.0746268656716418,0.0746268656716418,0
"Urban",2015-07-07,548787.583408,18953,28.9551830004749,0.813063894897905,0.0877433651664644,0.0957632037144515,0.00342953622117871
"NCNU",2015-07-07,526966.728527,18972,27.7760240631984,0.837550073792958,0.0785895003162555,0.0791165928737086,0.0047438330170778
"Pullman",2015-07-07,14826.3866,530,27.9743143396226,0.894339622641509,0.060377358490566,0.0433962264150943,0.00188679245283019
"Ellensburg",2015-07-07,7874.5819,307,25.6501039087948,0.856677524429967,0.0618892508143322,0.0814332247557003,0
"Airway Heights",2015-07-07,5674.7044,242,23.4491917355372,0.822314049586777,0.0950413223140496,0.0826446280991736,0
"Urban",2015-07-08,535486.835521,19345,27.6808909548204,0.811372447660894,0.0844662703540967,0.101731713621091,0.00242956836391833
"NCNU",2015-07-08,600072.239991,19134,31.3615678891502,0.828316086547507,0.0849796174349326,0.0833072018396572,0.00339709417790321
"Pullman",2015-07-08,16437.0819,573,28.6860068062827,0.81151832460733,0.120418848167539,0.0680628272251309,0
"Ellensburg",2015-07-08,7150.5232,343,20.8470064139942,0.868804664723032,0.0612244897959184,0.0699708454810496,0
"Airway Heights",2015-07-08,5660.2098,237,23.8827417721519,0.843881856540084,0.0548523206751055,0.10126582278481,0
"Urban",2015-07-09,552187.168538,19803,27.8840159843458,0.798010402464273,0.0877644801292733,0.111195273443418,0.0030298439630359
"NCNU",2015-07-09,506840.345542,18957,26.7363161651105,0.827768106767949,0.0838740307010603,0.0838740307010603,0.0044838318299309
"Pullman",2015-07-09,14931.904,563,26.5220319715808,0.868561278863233,0.0674955595026643,0.063943161634103,0
"Ellensburg",2015-07-09,8847.9532,370,23.913387027027,0.783783783783784,0.0810810810810811,0.135135135135135,0
"Airway Heights",2015-07-09,5025.3929,192,26.1739213541667,0.885416666666667,0.046875,0.0677083333333333,0
